Sentence,Groups,PatternType
my friend met the person that assisted my sister .,RO,Affirmatives
my friend met the person that liked her .,RO,Affirmatives
my friend met the person that liked mary .,RO,Affirmatives
my friend met the person that liked my sister .,RO,Affirmatives
my friend met the person who dated her .,RO,Affirmatives
my friend met the person who dated mary .,RO,Affirmatives
my friend met the person who dated my sister .,RO,Affirmatives
my friend met the person who worked with her .,RO,Affirmatives
my friend met the person who worked with mary .,RO,Affirmatives
my friend met the person who worked with my sister .,RO,Affirmatives
my friend met the person who assisted her .,RO,Affirmatives
my friend met the person who assisted mary .,RO,Affirmatives
my friend met the person who assisted my sister .,RO,Affirmatives
my friend met the person who liked her .,RO,Affirmatives
my friend met the person who liked mary .,RO,Affirmatives
my friend met the person who liked my sister .,RO,Affirmatives
my friend hated the person that dated her .,RO,Affirmatives
my friend hated the person that dated mary .,RO,Affirmatives
my friend hated the person that dated my sister .,RO,Affirmatives
my friend hated the person that worked with her .,RO,Affirmatives
my friend hated the person that worked with mary .,RO,Affirmatives
my friend hated the person that worked with my sister .,RO,Affirmatives
my friend hated the person that assisted her .,RO,Affirmatives
my friend hated the person that assisted mary .,RO,Affirmatives
my friend hated the person that assisted my sister .,RO,Affirmatives
my friend hated the person that liked her .,RO,Affirmatives
my friend hated the person that liked mary .,RO,Affirmatives
my friend hated the person that liked my sister .,RO,Affirmatives
my friend hated the person who dated her .,RO,Affirmatives
my friend hated the person who dated mary .,RO,Affirmatives
my friend hated the person who dated my sister .,RO,Affirmatives
my friend hated the person who worked with her .,RO,Affirmatives
my friend hated the person who worked with mary .,RO,Affirmatives
my friend hated the person who worked with my sister .,RO,Affirmatives
my friend hated the person who assisted her .,RO,Affirmatives
my friend hated the person who assisted mary .,RO,Affirmatives
my friend hated the person who assisted my sister .,RO,Affirmatives
my friend hated the person who liked her .,RO,Affirmatives
my friend hated the person who liked mary .,RO,Affirmatives
my friend hated the person who liked my sister .,RO,Affirmatives
who did the person that dated see him ?,RS,Wh-interrogatives
who did the person that dated see john ?,RS,Wh-interrogatives
who did the person that dated see my friend ?,RS,Wh-interrogatives
who did the person that dated spot him ?,RS,Wh-interrogatives
who did the person that dated spot john ?,RS,Wh-interrogatives
who did the person that dated spot my friend ?,RS,Wh-interrogatives
who did the person that dated meet him ?,RS,Wh-interrogatives
who did the person that dated meet john ?,RS,Wh-interrogatives
who did the person that dated meet my friend ?,RS,Wh-interrogatives
who did the person that dated hate him ?,RS,Wh-interrogatives
who did the person that dated hate john ?,RS,Wh-interrogatives
who did the person that dated hate my friend ?,RS,Wh-interrogatives
who did the person that dated look at him ?,RS,Wh-interrogatives
who did the person that dated look at john ?,RS,Wh-interrogatives
who did the person that dated look at my friend ?,RS,Wh-interrogatives
who did the person that worked with see him ?,RS,Wh-interrogatives
who did the person that worked with see john ?,RS,Wh-interrogatives
who did the person that worked with see my friend ?,RS,Wh-interrogatives
who did the person that worked with spot him ?,RS,Wh-interrogatives
who did the person that worked with spot john ?,RS,Wh-interrogatives
who did the person that worked with spot my friend ?,RS,Wh-interrogatives
who did the person that worked with meet him ?,RS,Wh-interrogatives
who did the person that worked with meet john ?,RS,Wh-interrogatives
who did the person that worked with meet my friend ?,RS,Wh-interrogatives
who did the person that worked with hate him ?,RS,Wh-interrogatives
who did the person that worked with hate john ?,RS,Wh-interrogatives
who did the person that worked with hate my friend ?,RS,Wh-interrogatives
who did the person that worked with look at him ?,RS,Wh-interrogatives
who did the person that worked with look at john ?,RS,Wh-interrogatives
who did the person that worked with look at my friend ?,RS,Wh-interrogatives
who did the person that assisted see him ?,RS,Wh-interrogatives
who did the person that assisted see john ?,RS,Wh-interrogatives
who did the person that assisted see my friend ?,RS,Wh-interrogatives
who did the person that assisted spot him ?,RS,Wh-interrogatives
who did the person that assisted spot john ?,RS,Wh-interrogatives
who did the person that assisted spot my friend ?,RS,Wh-interrogatives
who did the person that assisted meet him ?,RS,Wh-interrogatives
who did the person that assisted meet john ?,RS,Wh-interrogatives
who did the person that assisted meet my friend ?,RS,Wh-interrogatives
who did the person that assisted hate him ?,RS,Wh-interrogatives
who did the person that assisted hate john ?,RS,Wh-interrogatives
who did the person that assisted hate my friend ?,RS,Wh-interrogatives
who did the person that assisted look at him ?,RS,Wh-interrogatives
who did the person that assisted look at john ?,RS,Wh-interrogatives
who did the person that assisted look at my friend ?,RS,Wh-interrogatives
who did the person that liked see him ?,RS,Wh-interrogatives
who did the person that liked see john ?,RS,Wh-interrogatives
who did the person that liked see my friend ?,RS,Wh-interrogatives
who did the person that liked spot him ?,RS,Wh-interrogatives
who did the person that liked spot john ?,RS,Wh-interrogatives
who did the person that liked spot my friend ?,RS,Wh-interrogatives
who did the person that liked meet him ?,RS,Wh-interrogatives
who did the person that liked meet john ?,RS,Wh-interrogatives
who did the person that liked meet my friend ?,RS,Wh-interrogatives
who did the person that liked hate him ?,RS,Wh-interrogatives
who did the person that liked hate john ?,RS,Wh-interrogatives
who did the person that liked hate my friend ?,RS,Wh-interrogatives
who did the person that liked look at him ?,RS,Wh-interrogatives
who did the person that liked look at john ?,RS,Wh-interrogatives
who did the person that liked look at my friend ?,RS,Wh-interrogatives
who did the person who dated see him ?,RS,Wh-interrogatives
who did the person who dated see john ?,RS,Wh-interrogatives
who did the person who dated see my friend ?,RS,Wh-interrogatives
who did the person who dated spot him ?,RS,Wh-interrogatives
who did the person who dated spot john ?,RS,Wh-interrogatives
who did the person who dated spot my friend ?,RS,Wh-interrogatives
who did the person who dated meet him ?,RS,Wh-interrogatives
who did the person who dated meet john ?,RS,Wh-interrogatives
who did the person who dated meet my friend ?,RS,Wh-interrogatives
who did the person who dated hate him ?,RS,Wh-interrogatives
who did the person who dated hate john ?,RS,Wh-interrogatives
who did the person who dated hate my friend ?,RS,Wh-interrogatives
who did the person who dated look at him ?,RS,Wh-interrogatives
who did the person who dated look at john ?,RS,Wh-interrogatives
who did the person who dated look at my friend ?,RS,Wh-interrogatives
who did the person who worked with see him ?,RS,Wh-interrogatives
who did the person who worked with see john ?,RS,Wh-interrogatives
who did the person who worked with see my friend ?,RS,Wh-interrogatives
who did the person who worked with spot him ?,RS,Wh-interrogatives
who did the person who worked with spot john ?,RS,Wh-interrogatives
who did the person who worked with spot my friend ?,RS,Wh-interrogatives
who did the person who worked with meet him ?,RS,Wh-interrogatives
who did the person who worked with meet john ?,RS,Wh-interrogatives
who did the person who worked with meet my friend ?,RS,Wh-interrogatives
who did the person who worked with hate him ?,RS,Wh-interrogatives
who did the person who worked with hate john ?,RS,Wh-interrogatives
who did the person who worked with hate my friend ?,RS,Wh-interrogatives
who did the person who worked with look at him ?,RS,Wh-interrogatives
who did the person who worked with look at john ?,RS,Wh-interrogatives
who did the person who worked with look at my friend ?,RS,Wh-interrogatives
who did the person who assisted see him ?,RS,Wh-interrogatives
who did the person who assisted see john ?,RS,Wh-interrogatives
who did the person who assisted see my friend ?,RS,Wh-interrogatives
who did the person who assisted spot him ?,RS,Wh-interrogatives
who did the person who assisted spot john ?,RS,Wh-interrogatives
who did the person who assisted spot my friend ?,RS,Wh-interrogatives
who did the person who assisted meet him ?,RS,Wh-interrogatives
who did the person who assisted meet john ?,RS,Wh-interrogatives
who did the person who assisted meet my friend ?,RS,Wh-interrogatives
who did the person who assisted hate him ?,RS,Wh-interrogatives
who did the person who assisted hate john ?,RS,Wh-interrogatives
who did the person who assisted hate my friend ?,RS,Wh-interrogatives
who did the person who assisted look at him ?,RS,Wh-interrogatives
who did the person who assisted look at john ?,RS,Wh-interrogatives
who did the person who assisted look at my friend ?,RS,Wh-interrogatives
who did the person who liked see him ?,RS,Wh-interrogatives
who did the person who liked see john ?,RS,Wh-interrogatives
who did the person who liked see my friend ?,RS,Wh-interrogatives
who did the person who liked spot him ?,RS,Wh-interrogatives
who did the person who liked spot john ?,RS,Wh-interrogatives
who did the person who liked spot my friend ?,RS,Wh-interrogatives
who did the person who liked meet him ?,RS,Wh-interrogatives
who did the person who liked meet john ?,RS,Wh-interrogatives
who did the person who liked meet my friend ?,RS,Wh-interrogatives
who did the person who liked hate him ?,RS,Wh-interrogatives
who did the person who liked hate john ?,RS,Wh-interrogatives
who did the person who liked hate my friend ?,RS,Wh-interrogatives
who did the person who liked look at him ?,RS,Wh-interrogatives
who did the person who liked look at john ?,RS,Wh-interrogatives
who did the person who liked look at my friend ?,RS,Wh-interrogatives
which girl did the person that dated see him ?,RS,Wh-interrogatives
which girl did the person that dated see john ?,RS,Wh-interrogatives
which girl did the person that dated see my friend ?,RS,Wh-interrogatives
